contract_start,contract_end,contract_type,rent_recurrence,building_raw,building_name,unit_number,annualized_rent,size_sqft,bedrooms,floor_level,view
2018-11-01,2019-10-31,Rental Contracts,New Contract,Tiara - Diamond,Tiara Residences,1204,145000.0,1291.67,1.0,12,Sea View / Community View
2018-11-01,2019-10-31,Rental Contracts,New Contract,Golden Mile 08,Golden Mile,8703,220000.0,4682.3,3.0,7,Community View / Garden View
2018-11-01,2019-10-31,Rental Contracts,New Contract,Shoreline - Abu Keibal,,J2,65000.0,721.18,1.0,1,Park View / Community View
2018-11-01,2019-10-31,Rental Contracts,New Contract,Palm Views West,,421,65000.0,505.9,0.0,4,Sea View / Palm Jumeirah
2018-11-01,2019-10-31,Rental Contracts,New Contract,Serenia Residences North (A),Serenia Residences,A211,120000.0,1205.56,1.0,2,Sea View / Community View
2018-11-01,2019-10-31,Rental Contracts,Renewal,Marina Residences 2,Al Nabat,1103,140000.0,1776.04,2.0,11,Sea View / Palm Jumeirah
2018-11-01,2019-10-31,Rental Contracts,Renewal,Shoreline - Jash Falqa,Jash Falqa,305,160000.0,1550.0,2.0,3,Sea View / Beach View
2018-11-01,2019-10-31,Rental Contracts,New Contract,Shoreline - Hatmi,Al Hatmi,902,145000.0,2185.07,3.0,9,Street View / Community View
2018-11-01,2019-10-31,Rental Contracts,New Contract,Azure Residences,Marina Residences,315,125000.0,1140.97,1.0,3,Sea View / -
2018-10-31,2019-10-30,Rental Contracts,New Contract,Marina Residences 6,Al Malak,802,120000.0,1735.25,2.0,8,Sea View / Palm Jumeirah
2018-10-31,2019-10-30,Rental Contracts,New Contract,Marina Residences 4,Al Mashraba,210,150000.0,2045.14,2.0,2,Sea View / Palm Jumeirah
2018-10-31,2019-10-30,Rental Contracts,Renewal,Shoreline - Jash Hamad,Jash Hamad,706,120000.0,2045.14,2.0,7,Park View / Community View
2018-10-31,2019-10-30,Rental Contracts,Renewal,Signature Villas Frond P (Al Sullaj),Al Sultana,PJFRP010,565000.0,6999.98,6.0,,
2018-11-01,2019-10-30,Rental Contracts,New Contract,Royal Amwaj South,,317,130350.4,1162.5,1.0,3,Sea View / Pool View
2018-10-31,2019-10-30,Rental Contracts,New Contract,Palm Views West,,307,70000.0,548.1,0.0,3,
2018-10-31,2019-10-30,Rental Contracts,Renewal,Shoreline - Jash Falqa,Jash Falqa,411,170000.0,2217.36,3.0,4,Street View / Community View
2018-10-31,2019-10-30,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,303,120000.0,1935.35,2.0,3,Sea View / Palm Jumeirah
2018-10-31,2019-10-30,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,112,135000.0,2163.54,2.0,1,Community View / Garden View
2018-10-31,2019-10-30,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,AG01,155000.0,2432.64,2.0,G,Sea View / Garden View
2018-10-16,2019-10-30,Rental Contracts,Renewal,Tiara - Sapphire,Tiara Residences,D01,170000.14,1677.02,2.0,DCK,Sea View / Community View
2018-10-30,2019-10-29,Rental Contracts,New Contract,Garden Homes Frond B (Al Khalas),Al Ghaf,PJFRB089,335000.0,5000.05,4.0,,
2018-10-30,2019-10-29,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,305,205000.0,2264.94,3.0,3,Sea View / Community View
2018-10-30,2019-10-29,Rental Contracts,New Contract,Oceana - Aegean,Oceana,801,140000.0,1709.2,2.0,9,Sea View / Community View
2019-07-30,2019-10-29,Rental Contracts,Renewal,Shoreline - Habool,Al Habool,107,88000.0,1140.97,1.0,1,Park View / Community View
2018-10-30,2019-10-29,Rental Contracts,Renewal,Shoreline - Basri,Al Basri,802,200000.0,2185.07,3.0,8,Street View / Community View
2018-10-30,2019-10-29,Rental Contracts,Renewal,Shoreline - Basri,Al Basri,706,190000.0,1991.32,2.0,7,Sea View / Beach View
2018-10-30,2019-10-29,Rental Contracts,New Contract,Five Palm Jumeirah,Seven Palm,41408,160000.0,1076.39,1.0,14,Sea View / Beach View
2018-10-30,2019-10-29,Rental Contracts,New Contract,Five Palm Jumeirah,Seven Palm,40608,160000.0,1216.32,1.0,6,Sea View / Beach View
2018-10-30,2019-10-29,Rental Contracts,Renewal,Shoreline - Sarrood,,911,155000.0,2185.07,3.0,9,Sea View / Street View
2018-10-30,2019-10-29,Rental Contracts,New Contract,Serenia Residences North (A),Serenia Residences,A213,175000.0,1506.95,2.0,2,Sea View / -
2018-10-30,2019-10-29,Rental Contracts,New Contract,Shoreline - Khushkar,Al Khushkar,208,110000.0,1550.76,2.0,2,Park View / Community View
2018-10-29,2019-10-28,Rental Contracts,New Contract,Azure Residences,Marina Residences,113,125000.0,1386.5,1.0,1,
2018-10-29,2019-10-28,Rental Contracts,Renewal,Golden Mile 06,Golden Mile,6411,135000.0,1797.57,2.0,4,Community View / Garden View
2018-10-29,2019-10-28,Rental Contracts,New Contract,Shoreline - Habool,Al Habool,805,115000.0,1550.0,2.0,8,Park View / Community View
2018-10-28,2019-10-27,Rental Contracts,Renewal,Shoreline - Al Khudrawi,Al Shirawi,208,155000.0,1550.0,2.0,2,Sea View / Beach View
2018-10-28,2019-10-27,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,801,140000.0,1915.97,2.0,8,Community View / Garden View
2018-10-28,2019-10-27,Rental Contracts,New Contract,Golden Mile 06,Golden Mile,6407,110000.0,1883.68,2.0,4,Community View / Garden View
2018-10-28,2019-10-27,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,RT10C,145860.75,279.75,,B1,Community View / Garden View
2018-10-28,2019-10-27,Rental Contracts,New Contract,Oceana - Aegean,Oceana,D03,110000.0,1338.17,1.0,1,Sea View / Community View
2018-10-28,2019-10-27,Rental Contracts,New Contract,Shoreline - Al Khudrawi,Al Shirawi,408,160000.0,1550.0,2.0,4,Sea View / Beach View
2018-10-28,2019-10-27,Rental Contracts,Renewal,Shoreline - Habool,Al Habool,406,135000.0,2002.09,2.0,4,Park View / Community View
2018-10-28,2019-10-27,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,120,165000.0,2191.85,2.0,1,Sea View / Beach View
2018-10-28,2019-10-27,Rental Contracts,New Contract,Shoreline - Dabas,,804,168000.0,1140.97,1.0,8,Sea View / Beach View
2018-09-27,2019-10-26,Rental Contracts,New Contract,Golden Mile 03,Golden Mile,807,90000.0,1098.24,1.0,8,Community View / Garden View
2018-10-27,2019-10-26,Rental Contracts,Renewal,Shoreline - Shahla,,808,13500.0,1550.0,2.0,8,Park View / Community View
2018-10-27,2019-10-26,Rental Contracts,New Contract,Marina Residences 5,Al Khayali,805,185000.0,2438.78,3.0,8,Sea View / Palm Jumeirah
2018-10-27,2019-10-26,Rental Contracts,Renewal,Shoreline - Shahla,,605,125000.0,1550.0,2.0,6,Park View / Community View
2018-10-27,2019-10-26,Rental Contracts,Renewal,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,506,180000.0,1776.04,2.0,5,Sea View / Garden View
2018-10-27,2019-10-26,Rental Contracts,New Contract,Oceana - Caribbean,Oceana,804,127000.0,1334.72,1.0,9,Sea View / Garden View
2018-09-27,2019-10-26,Rental Contracts,Renewal,Marina Residences 3,Al Murjan,LG05,110769.23,2045.14,2.0,LG,Sea View / Palm Jumeirah
2018-10-27,2019-10-26,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,609,95000.0,1144.63,1.0,6,Park View / Community View
2018-10-27,2019-10-26,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,322,150000.0,1722.22,2.0,3,Sea View / Beach View
2018-10-27,2019-10-26,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,C401,130000.0,1754.52,2.0,4,Sea View / Garden View
2018-10-26,2019-10-25,Rental Contracts,Renewal,Golden Mile 03,Golden Mile,3112,180000.0,2647.92,3.0,1,Community View / Garden View
2018-10-26,2019-10-25,Rental Contracts,Renewal,Shoreline - Anbara,Al Anbara,708,130000.0,1550.0,2.0,7,Park View / Community View
2018-10-26,2019-10-25,Rental Contracts,Renewal,Golden Mile 08,Golden Mile,8405,140000.0,1808.34,2.0,4,Community View / Garden View
2019-02-26,2019-10-25,Rental Contracts,Renewal,Tiara - Sapphire,Tiara Residences,1103,130530.0,1295.97,1.0,11,Sea View / Community View
2018-10-26,2019-10-25,Rental Contracts,Renewal,Oceana - Atlantic,Oceana,301,200000.0,1711.46,2.0,4,Sea View / Garden View
2018-10-12,2019-10-25,Rental Contracts,Renewal,Shoreline - Abu Keibal,,306,132994.82,2002.09,2.0,3,Park View / Community View
2019-04-26,2019-10-25,Rental Contracts,Renewal,Marina Residences 5,Al Khayali,408,155000.0,1862.15,2.0,4,Sea View / Palm Jumeirah
2018-10-26,2019-10-25,Rental Contracts,New Contract,Marina Residences 6,Al Malak,708,140000.0,1745.69,2.0,7,Sea View / Palm Jumeirah
2018-10-26,2019-10-25,Rental Contracts,New Contract,Oceana - Atlantic,Oceana,D04,120000.0,1334.72,1.0,1,Sea View / Garden View
2018-10-25,2019-10-25,Rental Contracts,Renewal,Marina Residences 3,Al Murjan,110,79785.52,2045.14,2.0,1,Sea View / Palm Jumeirah
2018-10-26,2019-10-25,Rental Contracts,Renewal,Marina Residences 4,Al Mashraba,305,175000.0,2439.64,3.0,3,Sea View / Palm Jumeirah
2018-10-25,2019-10-24,Rental Contracts,New Contract,Garden Homes Frond D (Al Barhi),Al Basri,PJFRD004,370000.0,5000.05,4.0,,
2018-10-25,2019-10-24,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,406,180000.0,1996.7,4.0,4,
2018-10-25,2019-10-24,Rental Contracts,Renewal,Grandeur Residences Maurya,Marina Residences,B103,145000.0,1689.93,2.0,1,Sea View / Garden View
2018-10-25,2019-10-24,Rental Contracts,Renewal,Garden Homes Frond O (Al Safawi),Al Sahab,PJFRO099,375000.0,5343.95,5.0,,
2018-10-25,2019-10-24,Rental Contracts,New Contract,Tiara - Emerald,Tiara Residences,1104,130000.0,1291.67,1.0,11,Sea View / Community View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Garden Homes Frond O (Al Safawi),Al Sahab,PJFRO040,300000.0,5000.05,4.0,,
2018-10-25,2019-10-24,Rental Contracts,New Contract,Oceana - Caribbean,Oceana,PR04,125000.0,1894.45,1.0,B1,Sea View / Garden View
2018-10-25,2019-10-24,Rental Contracts,Renewal,Shoreline - Tamr,,408,125000.0,1550.0,2.0,4,Park View / Community View
2018-10-25,2019-10-24,Rental Contracts,Renewal,Shoreline - Al Khudrawi,Al Shirawi,808,155000.0,1550.76,2.0,8,Sea View / Beach View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Marina Residences 2,Al Nabat,701,125000.0,1872.92,2.0,7,Sea View / Palm Jumeirah
2018-10-25,2019-10-24,Rental Contracts,New Contract,Grandeur Residences Mughal,Marina Residences,A304,170000.0,1754.52,2.0,3,Sea View / Garden View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Shoreline - Hatmi,Al Hatmi,501,115000.0,1582.29,2.0,5,Street View / Community View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Royal Amwaj South,,718,130000.0,1162.5,1.0,7,Sea View / Garden View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,C102,100000.0,1119.45,1.0,1,Sea View / Garden View
2018-10-25,2019-10-24,Rental Contracts,Renewal,Oceana - Baltic,Oceana,G03,140000.0,1485.42,1.0,G,Sea View / Community View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Shoreline - Anbara,Al Anbara,610,155000.0,2152.78,3.0,6,Park View / Community View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Golden Mile 02,Golden Mile,2706,200000.0,4445.49,,7,Community View / Garden View
2017-10-25,2019-10-24,Rental Contracts,New Contract,Shoreline - Habool,Al Habool,PH07,250000.0,5564.94,4.0,LP,Sea View / Park View
2018-10-25,2019-10-24,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,528,165000.0,1786.81,2.0,5,Sea View / Garden View
2018-10-25,2019-10-24,Rental Contracts,Renewal,Shoreline - Hallawi,Al Hallawi,911,160000.0,2185.07,3.0,9,Sea View / Street View
2018-10-24,2019-10-23,Rental Contracts,New Contract,Tiara - Ruby,Tiara Residences,701,200000.0,1679.17,2.0,7,Sea View / Community View
2018-10-24,2019-10-23,Rental Contracts,Renewal,Shoreline - Tamr,,705,130000.0,1550.0,2.0,7,Park View / Community View
2018-10-24,2019-10-23,Rental Contracts,New Contract,Royal Amwaj South,,622,160000.0,1743.75,2.0,6,Sea View / Garden View
2018-10-24,2019-10-23,Rental Contracts,Renewal,Shoreline - Msalli,Al Msalli,902,160000.0,2185.07,3.0,9,Street View / Community View
2018-10-24,2019-10-23,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,4106,95000.0,1291.67,1.0,1,Community View / Garden View
2018-09-24,2019-10-23,Rental Contracts,New Contract,Golden Mile 03,Golden Mile,707,90000.0,1116.97,1.0,7,Community View / Garden View
2018-10-24,2019-10-23,Rental Contracts,New Contract,Oceana - Adriatic,Oceana,1002,290000.0,2281.95,3.0,11,Sea View / Garden View
2018-09-24,2019-10-23,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,1206,184800.0,1677.02,2.0,12,Sea View / Community View
2017-10-24,2019-10-23,Rental Contracts,Renewal,Oceana - Aegean,Oceana,301,150000.0,1711.46,2.0,4,Sea View / Community View
2018-10-23,2019-10-22,Rental Contracts,Renewal,Signature Villas Frond F (Al Yabri),Al Basri,PJFRF021,750000.0,6999.98,6.0,,
2018-10-23,2019-10-22,Rental Contracts,Renewal,Shoreline - Sarrood,,706,135000.0,1999.93,2.0,7,Park View / Community View
2018-10-23,2019-10-22,Rental Contracts,New Contract,Shoreline - Basri,Al Basri,1209,125000.0,1144.63,1.0,LP,Sea View / Beach View
2018-09-23,2019-10-22,Rental Contracts,New Contract,Golden Mile 03,Golden Mile,PH01,195000.0,4275.42,3.0,R,Community View / Garden View
2018-10-23,2019-10-22,Rental Contracts,Renewal,Club Vista Mare,Club Vista Mare,005,1559200.0,3847.99,,G,Beach View / Sea View
2018-10-23,2019-10-22,Rental Contracts,Renewal,Shoreline - Al Khudrawi,Al Shirawi,402,160000.0,2217.36,3.0,4,Street View / Community View
2018-10-23,2019-10-22,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,102,160000.0,2232.33,5.0,1,
2018-10-23,2019-10-22,Rental Contracts,Renewal,Garden Homes Frond P (Al Sullaj),Al Sultana,PJFRP064,450000.0,5343.95,5.0,,
2018-10-23,2019-10-22,Rental Contracts,New Contract,Marina Residences 6,Al Malak,1104,145000.0,1743.75,2.0,11,Sea View / Palm Jumeirah
2018-10-23,2019-10-22,Rental Contracts,Renewal,Palm Views East,,419,75000.0,505.9,0.0,4,
2018-10-22,2019-10-21,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,906,145000.0,5235.99,2.0,9,Park View / Community View
2018-10-22,2019-10-21,Rental Contracts,New Contract,Azure Residences,Marina Residences,807,125000.0,1140.97,1.0,8,Sea View / -
2018-10-22,2019-10-21,Rental Contracts,Renewal,Golden Mile 03,Golden Mile,3412,185000.0,2421.34,3.0,4,Community View / Garden View
2018-10-22,2019-10-21,Rental Contracts,New Contract,Golden Mile 07,Golden Mile,7508,180000.0,3327.55,3.0,5,Community View / Garden View
2018-10-22,2019-10-21,Rental Contracts,Renewal,Garden Homes Frond A (Al Fardh),Al Fahad,PJFRA030,390000.0,5000.05,4.0,,
2018-10-22,2019-10-21,Rental Contracts,Renewal,Shoreline - Sultana,Al Sultana,302,175000.0,2217.36,3.0,3,Street View / Community View
2018-09-22,2019-10-21,Rental Contracts,Renewal,Shoreline - Al Das,Al Das,508,195000.0,1550.76,4.0,5,Sea View / Beach View
2018-10-22,2019-10-21,Rental Contracts,Renewal,Garden Homes Frond B (Al Khalas),Al Ghaf,PJFRB046,430000.0,5343.95,5.0,,
2018-10-22,2019-10-21,Rental Contracts,New Contract,Tiara - Ruby,Tiara Residences,306,182000.0,1679.17,2.0,3,Sea View / Community View
2018-10-22,2019-10-21,Rental Contracts,Renewal,Shoreline - Abu Keibal,,402,190000.0,2217.36,3.0,4,Sea View / Street View
2018-10-22,2019-10-21,Rental Contracts,New Contract,Oceana - Caribbean,Oceana,606,180000.0,1711.46,2.0,7,Sea View / Garden View
2018-10-22,2019-10-21,Rental Contracts,New Contract,Oceana - Baltic,Oceana,D01,145000.0,1711.46,2.0,1,Sea View / Community View
2018-10-21,2019-10-20,Rental Contracts,New Contract,Marina Residences 3,Al Murjan,1008,120000.0,1743.75,2.0,10,Sea View / Palm Jumeirah
2018-10-21,2019-10-20,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,302,205000.0,2218.12,5.0,3,Street View / Community View
2018-10-21,2019-10-20,Rental Contracts,New Contract,Shoreline - Haseer,,801,80000.0,1582.29,2.0,8,Street View / Community View
2018-10-21,2019-10-20,Rental Contracts,Renewal,The Fairmont Palm South Residences,The Fairmont Palm Residences,127,190000.0,1959.03,2.0,1,Sea View / Beach View
2018-10-21,2019-10-20,Rental Contracts,New Contract,Shoreline - Abu Keibal,,505,110000.0,1550.76,2.0,5,Park View / Community View
2018-10-21,2019-10-20,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,312,135000.0,1585.85,4.0,3,
2018-10-21,2019-10-20,Rental Contracts,Renewal,Dream Palm Residence,The Fairmont Palm Residences,116,250000.0,3422.92,3.0,1,Sea View / Garden View
2018-10-21,2019-10-20,Rental Contracts,New Contract,Marina Residences 6,Al Malak,1103,145000.0,1776.04,2.0,11,Sea View / Palm Jumeirah
2018-10-21,2019-10-20,Rental Contracts,New Contract,Garden Homes Frond B (Al Khalas),Al Ghaf,PJFRB051,330000.0,5000.05,4.0,,
2018-09-20,2019-10-19,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,1001,195000.0,1677.02,2.0,10,Sea View / Community View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Shoreline - Hatmi,Al Hatmi,311,140000.0,2217.36,3.0,3,Street View / Community View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Shoreline - Habool,Al Habool,909,80000.0,1140.97,1.0,9,Park View / Community View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Signature Villas Frond L (Al Fara),Al Fahad,PJFRL108,650000.0,6999.98,6.0,,
2018-10-20,2019-10-19,Rental Contracts,Renewal,Grandeur Residences Maurya,Marina Residences,A504,110000.0,1119.45,1.0,5,Sea View / Garden View
2018-10-20,2019-10-19,Rental Contracts,Renewal,Jumeirah Zabeel Saray (Rixos Ottoman Palace),,14,73216.0,77200.95,,G,Sea View / Garden View
2019-04-20,2019-10-19,Rental Contracts,New Contract,Azure Residences,Marina Residences,601,175000.0,2012.85,2.0,6,Sea View / -
2018-10-20,2019-10-19,Rental Contracts,New Contract,Tiara - Diamond,Tiara Residences,601,200000.0,1677.02,2.0,6,Sea View / Community View
2018-10-20,2019-10-19,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,812,100000.0,1722.22,2.0,8,Community View / Garden View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Shoreline - Habool,Al Habool,1009,85000.0,1140.97,1.0,LP,Park View / Community View
2018-10-20,2019-10-19,Rental Contracts,Renewal,Marina Residences 2,Al Nabat,901,130000.0,1872.92,2.0,9,Sea View / Palm Jumeirah
2018-10-20,2019-10-19,Rental Contracts,New Contract,Golden Mile 05,Golden Mile,5208,185000.0,3326.05,3.0,2,Community View / Garden View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Garden Homes Frond L (Al Fara),Al Fahad,PJFRL075,350000.0,5000.05,4.0,,
2018-09-20,2019-10-19,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,701,195000.0,1677.02,2.0,7,Sea View / Community View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Shoreline - Abu Keibal,,705,127500.0,1550.0,2.0,7,Park View / Community View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Marina Residences 6,Al Malak,405,195000.0,2443.41,3.0,4,Sea View / Palm Jumeirah
2018-10-20,2019-10-19,Rental Contracts,Renewal,Grandeur Residences Maurya,Marina Residences,B402,160000.0,2507.99,2.0,4,Sea View / Garden View
2018-10-20,2019-10-19,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,822,150000.0,1717.16,2.0,8,Sea View / Beach View
2018-10-20,2019-10-19,Rental Contracts,New Contract,The Fairmont Palm South Residences,The Fairmont Palm Residences,120,145000.0,2195.84,2.0,1,Sea View / Beach View
2018-10-20,2019-10-19,Rental Contracts,Renewal,Golden Mile 08,Golden Mile,8608,200000.0,3358.77,3.0,6,Community View / Garden View
2018-10-20,2019-10-19,Rental Contracts,Renewal,Five Palm Jumeirah,Seven Palm,40803,240000.0,1948.27,2.0,8,Sea View / Beach View
2018-10-20,2019-10-19,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,811,145000.0,2185.07,3.0,8,Sea View / Street View
2018-10-20,2019-10-19,Rental Contracts,Renewal,Shoreline - Msalli,Al Msalli,1005,120000.0,1550.0,2.0,LP,Sea View / Beach View
2018-10-20,2019-10-19,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,719,160000.0,1722.22,2.0,7,Sea View / Beach View
2018-10-20,2019-10-19,Rental Contracts,New Contract,Serenia Residences North (A),Serenia Residences,AG04,185000.0,2981.6,2.0,G,Sea View / -
2018-10-20,2019-10-19,Rental Contracts,New Contract,Shoreline - Sarrood,,901,130000.0,1593.06,2.0,9,Sea View / Street View
2018-10-20,2019-10-19,Rental Contracts,Renewal,Tiara - Emerald,Tiara Residences,101,220000.0,1679.17,2.0,1,Sea View / Community View
2018-10-19,2019-10-18,Rental Contracts,Renewal,Shoreline - Habool,Al Habool,304,90000.0,1140.97,1.0,3,Park View / Community View
2018-10-19,2019-10-18,Rental Contracts,Renewal,Tiara - Aquamarine,Tiara Residences,601,190000.0,1677.02,2.0,6,Sea View / Community View
2018-10-19,2019-10-18,Rental Contracts,New Contract,Marina Residences 5,Al Khayali,206,225000.0,4057.99,3.0,2,Sea View / Palm Jumeirah
2018-10-04,2019-10-18,Rental Contracts,New Contract,Shoreline - Abu Keibal,,601,110000.0,1593.06,2.0,6,Sea View / Street View
2018-10-19,2019-10-18,Rental Contracts,Renewal,Marina Residences 5,Al Khayali,309,148500.0,1937.5,2.0,3,Sea View / Palm Jumeirah
2018-10-18,2019-10-17,Rental Contracts,New Contract,Shoreline - Msalli,Al Msalli,706,160000.0,2002.09,2.0,7,Sea View / Beach View
2018-10-18,2019-10-17,Rental Contracts,Renewal,Marina Residences 4,Al Mashraba,304,135000.0,1862.15,2.0,3,Sea View / Palm Jumeirah
2018-10-18,2019-10-17,Rental Contracts,New Contract,Shoreline - Jash Falqa,Jash Falqa,505,155000.0,1550.0,2.0,5,Sea View / Beach View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Marina Residences 2,Al Nabat,1209,133000.0,1776.04,2.0,12,Sea View / Palm Jumeirah
2018-10-18,2019-10-17,Rental Contracts,New Contract,Royal Bay,Royal Atlantis,504,86000.0,785.76,1.0,5,Sea View / Community View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Oceana - Adriatic,Oceana,605,270000.0,2443.41,3.0,7,Sea View / Garden View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,G01,148000.0,2734.03,3.0,G,Sea View / Palm Jumeirah
2018-10-18,2019-10-17,Rental Contracts,Renewal,Oceana - Atlantic,Oceana,405,255000.0,2281.95,3.0,5,Sea View / Garden View
2018-10-18,2019-10-17,Rental Contracts,New Contract,The Fairmont Palm South Residences,The Fairmont Palm Residences,619,150000.0,1722.22,2.0,6,Sea View / Beach View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Shoreline - Nabat,Al Nabat,305,153000.0,1550.0,2.0,3,Sea View / Beach View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Oceana - Atlantic,Oceana,101,165000.0,1711.46,2.0,2,Sea View / Garden View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,1007,170000.0,2524.46,3.0,10,Sea View / Palm Jumeirah
2018-10-18,2019-10-17,Rental Contracts,New Contract,Oceana - Aegean,Oceana,104,115000.0,1334.72,1.0,2,Sea View / Community View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Grandeur Residences Mughal,Marina Residences,C103,110000.0,1119.45,1.0,1,Sea View / Garden View
2018-10-18,2019-10-17,Rental Contracts,Renewal,Shoreline - Nabat,Al Nabat,206,180000.0,1997.03,2.0,2,Sea View / Beach View
2018-10-18,2019-10-17,Rental Contracts,New Contract,Shoreline - Basri,Al Basri,201,115000.0,1582.29,2.0,2,Street View / Community View
2018-10-18,2019-10-17,Rental Contracts,Renewal,Marina Residences 3,Al Murjan,608,120000.0,1743.75,2.0,6,Sea View / Palm Jumeirah
2019-07-18,2019-10-17,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,302,206680.0,2264.94,3.0,3,Sea View / Community View
2018-10-18,2019-10-17,Rental Contracts,Renewal,Grandeur Residences Maurya,Marina Residences,A208,110000.0,1097.92,1.0,2,Sea View / Garden View
2018-10-17,2019-10-16,Rental Contracts,Renewal,Garden Homes Frond E (Al Bumaan),Al Malak,PJFRE106,420000.0,5000.05,4.0,,
2018-10-17,2019-10-16,Rental Contracts,New Contract,Marina Residences 5,Al Khayali,409,138000.0,1926.74,2.0,4,Sea View / Palm Jumeirah
2018-10-17,2019-10-16,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,705,120000.0,1550.76,2.0,7,Park View / Community View
2018-10-17,2019-10-16,Rental Contracts,New Contract,Garden Homes Frond C (Al Hilali),Al Ghaf,PJFRC012,370000.0,5460.96,5.0,,
2018-10-17,2019-10-16,Rental Contracts,New Contract,Shoreline - Tamr,,710,150000.0,2163.54,3.0,7,Park View / Community View
2018-10-15,2019-10-16,Rental Contracts,Renewal,Marina Residences 6,Al Malak,1210,139251.34,1776.04,2.0,12,Sea View / Palm Jumeirah
2018-10-17,2019-10-16,Rental Contracts,Renewal,Shoreline - Basri,Al Basri,208,130000.0,1550.0,2.0,2,Sea View / Beach View
2018-10-16,2019-10-16,Rental Contracts,New Contract,Golden Mile 07,Golden Mile,7111,124664.88,2604.86,2.0,1,Community View / Garden View
2018-10-17,2019-10-16,Rental Contracts,New Contract,Tiara - Sapphire,Tiara Residences,G01,150000.0,1898.97,2.0,G,Sea View / Community View
2018-10-17,2019-10-16,Rental Contracts,New Contract,Shoreline - Haseer,,812,122500.0,1582.29,2.0,8,Street View / Community View
2018-10-17,2019-10-16,Rental Contracts,Renewal,Shoreline - Dabas,,611,155000.0,2185.07,3.0,6,Street View / Community View
2018-10-17,2019-10-16,Rental Contracts,Renewal,Tiara - Sapphire,Tiara Residences,304,130095.0,1298.99,1.0,3,Sea View / Community View
2018-10-17,2019-10-16,Rental Contracts,Renewal,Marina Residences 5,Al Khayali,609,150000.0,1732.99,2.0,6,Sea View / Palm Jumeirah
2019-04-16,2019-10-16,Rental Contracts,Renewal,Marina Residences 3,Al Murjan,402,144224.6,1732.99,2.0,4,Sea View / Palm Jumeirah
2018-10-16,2019-10-15,Rental Contracts,New Contract,Golden Mile 02,Golden Mile,G202,170000.0,3713.55,3.0,G,Community View / Garden View
2018-10-16,2019-10-15,Rental Contracts,New Contract,The Fairmont Palm Hotel and Resort,The Fairmont Palm Residences,R4,53340.0,6232.3,,LG,Sea View / Beach View
