rent_type,date,start_date,end_date,community,property,property_type,unit,bedrooms,floor,primary_view,secondary_view,parking,balcony_area,size_sqf,land_size,annual_rent_aed
New,2021-07-07T00:00:00,2021-07-03T00:00:00,2022-01-02T00:00:00,Palm Jumeirah,Golden Mile 01,Residential,1405,2 B/R,4,Community View,Garden View,Building 1-B3-91,173.84,1808.34,,120000.0
New,2021-07-07T00:00:00,2021-07-10T00:00:00,2022-07-09T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8507,2 B/R,5,Community View,Garden View,Building 8-B3-65,281.15,1883.68,,100000.0
New,2021-07-06T00:00:00,2021-07-10T00:00:00,2022-07-09T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7607,2 B/R,6,Community View,Garden View,Building 7-B3-99,282.12,1888.63,,110000.0
Renewed,2021-07-05T00:00:00,2021-07-01T00:00:00,2021-12-31T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8405,2 B/R,4,Community View,Garden View,Building 8-B3-52,173.84,1797.57,,105000.0
Renewed,2021-07-04T00:00:00,2021-08-01T00:00:00,2022-07-31T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7611,2 B/R,6,Community View,Garden View,Building 7-B3-90,161.57,1797.57,,97500.0
New,2021-07-03T00:00:00,2021-07-03T00:00:00,2022-01-02T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,812,2 B/R,8,Community View,Garden View,B2-52,196.01,1726.85,,90000.0
New,2021-07-01T00:00:00,2021-03-23T00:00:00,2022-03-22T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,314,2 B/R,3,Community View,Garden View,B2-62,523.56,2055.9,,140000.0
New,2021-07-01T00:00:00,2021-07-01T00:00:00,2022-06-30T00:00:00,Palm Jumeirah,Golden Mile 05,Residential,5210,2 B/R,2,Community View,Garden View,Building 5-B3-97,161.57,1797.57,,115000.0
New,2021-07-01T00:00:00,2021-07-01T00:00:00,2022-06-30T00:00:00,Palm Jumeirah,Golden Mile 05,Residential,5312,3 B/R,3,Community View,Garden View,Building 5-B3-94,339.82,2421.34,,145000.0
Renewed,2021-06-29T00:00:00,2021-07-02T00:00:00,2022-07-01T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8102,2 B/R,1,Community View,Garden View,Building 8-B3-30,470.92,2098.96,,95000.0
New,2021-06-29T00:00:00,2021-04-27T00:00:00,2022-04-26T00:00:00,Palm Jumeirah,Soho Palm,Residential,101,2 B/R,1,Community View,Garden View,B2-77,103.12,1225.69,,120000.0
New,2021-06-28T00:00:00,2021-07-01T00:00:00,2022-06-30T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9602,2 B/R,6,Community View,Garden View,Building 9-B3-49,164.04,1797.57,,118000.0
New,2021-06-24T00:00:00,2021-07-01T00:00:00,2022-06-30T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,216,2 B/R,2,Community View,Garden View,B2-111,196.01,1776.04,,110000.0
New,2021-06-24T00:00:00,2021-07-01T00:00:00,2022-06-30T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4105,2 B/R,1,Community View,Garden View,Building 4-B3-69,368.56,2002.09,,105000.0
New,2021-06-23T00:00:00,2021-07-01T00:00:00,2022-07-31T00:00:00,Palm Jumeirah,Soho Palm,Residential,506,3 B/R,5,Community View,Garden View,"B2-101 , B2-102",231.64,2025.87,,240000.0
New,2021-06-22T00:00:00,2021-07-01T00:00:00,2022-06-30T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,905,1 B/R,9,Community View,Garden View,B2-95,183.85,1313.2,,90000.0
Renewed,2021-06-21T00:00:00,2021-06-05T00:00:00,2021-12-04T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8409,2 B/R,4,Community View,Garden View,Building 8-B3-118,157.69,1786.81,,96600.0
New,2021-06-21T00:00:00,2021-06-18T00:00:00,2022-06-17T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,3704,PENTHOUSE,7,Community View,Garden View,"Building 3-B3-107, Building 3-B3-108",4337.53,10225.71,,270000.0
New,2021-06-21T00:00:00,2021-06-22T00:00:00,2022-06-21T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4406,1 B/R,4,Community View,Garden View,Building 4-B3-75,182.13,1291.67,,80000.0
Renewed,2021-06-20T00:00:00,2021-07-08T00:00:00,2022-07-07T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2301,1 B/R,3,Community View,Garden View,Building 2-B3-111,173.84,1302.43,,73000.0
Renewed,2021-06-19T00:00:00,2021-08-20T00:00:00,2021-10-19T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8610,2 B/R,6,Community View,Garden View,Building 8-B3-78,171.47,1797.57,,144000.0
New,2021-06-16T00:00:00,2021-06-26T00:00:00,2022-06-25T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4409,2 B/R,4,Community View,Garden View,Building 4-B3-95,157.69,1787.78,,105000.0
Renewed,2021-06-16T00:00:00,2021-07-14T00:00:00,2022-07-13T00:00:00,Palm Jumeirah,Golden Mile 06,Residential,6102,2 B/R,1,Community View,Garden View,Building 6-B3-111,470.92,2098.96,,105000.0
New,2021-06-15T00:00:00,2021-06-18T00:00:00,2022-06-17T00:00:00,Palm Jumeirah,Soho Palm,Residential,701,2 B/R,7,Community View,Garden View,B2-106,226.9,1469.49,,150000.0
New,2021-06-14T00:00:00,2021-06-16T00:00:00,2022-06-15T00:00:00,Palm Jumeirah,Golden Mile 01,Residential,1601,1 B/R,6,Community View,Garden View,Building 1-B3-101,173.84,1302.43,,75000.0
Renewed,2021-06-13T00:00:00,2021-06-16T00:00:00,2021-07-31T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8204,1 B/R,2,Community View,Garden View,Building 8-B3-47,173.84,1306.63,,89042.55
New,2021-06-13T00:00:00,2021-06-15T00:00:00,2022-06-14T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,914,2 B/R,9,Community View,Garden View,B2-65,196.01,1724.48,,115000.0
New,2021-06-12T00:00:00,2021-06-01T00:00:00,2021-11-30T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,3310,2 B/R,3,Community View,Garden View,Building 3-B3-37,161.57,1797.57,,120000.0
New,2021-06-10T00:00:00,2021-06-20T00:00:00,2022-06-19T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2611,2 B/R,6,Community View,Garden View,Building 2-B3-98,161.57,1797.57,,110000.0
New,2021-06-10T00:00:00,2021-06-20T00:00:00,2022-06-19T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7209,2 B/R,2,Community View,Garden View,Building 7-B3-83,157.69,1786.81,,117000.0
Renewed,2021-06-10T00:00:00,2021-08-27T00:00:00,2022-08-26T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9311,2 B/R,3,Community View,Garden View,Building 9-B3-46,161.57,1794.34,,104500.0
Renewed,2021-06-09T00:00:00,2021-05-15T00:00:00,2022-05-14T00:00:00,Palm Jumeirah,Golden Mile 06,Residential,6212,3 B/R,2,Community View,Garden View,Building 6-B3-76,339.82,2421.88,,150000.0
New,2021-06-08T00:00:00,2021-06-12T00:00:00,2022-06-11T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4106,1 B/R,1,Community View,Garden View,Building 4-B3-74,182.13,1288.22,,80000.0
New,2021-06-07T00:00:00,2021-06-05T00:00:00,2022-06-04T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4212,3 B/R,2,Community View,Garden View,Building 4-B3-114,339.82,2421.34,,140000.0
Renewed,2021-06-07T00:00:00,2021-07-15T00:00:00,2022-07-14T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,G-301,4 B/R,G,Community View,Garden View,"Integrated (14, 15)",140.36,3723.88,,160000.0
New,2021-06-06T00:00:00,2021-06-01T00:00:00,2022-05-31T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,811,3 B/R,8,Community View,Garden View,"G-65, 66",196.01,2174.31,,160000.0
New,2021-06-06T00:00:00,2021-06-10T00:00:00,2022-06-09T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2302,2 B/R,3,Community View,Garden View,Building 2-B3-127,173.84,1797.57,,90000.0
Renewed,2021-06-06T00:00:00,2021-08-06T00:00:00,2022-08-05T00:00:00,Palm Jumeirah,Golden Mile 05,Residential,5608,3 B/R,6,Community View,Garden View,Building 5-B3-87,342.29,3328.63,,168000.0
New,2021-06-06T00:00:00,2021-05-14T00:00:00,2022-05-13T00:00:00,Palm Jumeirah,Golden Mile 06,Residential,6610,2 B/R,6,Community View,Garden View,Building 6-B3-103,161.57,1797.57,,110000.0
New,2021-06-03T00:00:00,2021-06-10T00:00:00,2022-06-09T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2506,1 B/R,5,Community View,Garden View,Building 2-B3-110,182.13,1288.22,,70000.0
New,2021-06-03T00:00:00,2021-06-05T00:00:00,2022-06-04T00:00:00,Palm Jumeirah,Soho Palm,Residential,902,2 B/R,9,Community View,Garden View,"B1-38 , B1-39",1245.81,2733.82,,300000.0
New,2021-06-03T00:00:00,2021-06-09T00:00:00,2022-06-08T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,606,1 B/R,6,Community View,Garden View,B2-109,140.68,1280.9,,90000.0
New,2021-06-02T00:00:00,2021-06-01T00:00:00,2022-05-31T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4611,2 B/R,6,Community View,Garden View,Building 4-B3-99,161.57,1794.34,,110000.0
Renewed,2021-06-02T00:00:00,2021-06-03T00:00:00,2022-06-02T00:00:00,Palm Jumeirah,Golden Mile 05,Residential,5407,2 B/R,4,Community View,Garden View,Building 5-B3-75,282.01,1886.8,,85000.0
Renewed,2021-06-01T00:00:00,2021-05-19T00:00:00,2022-05-18T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7303,2 B/R,3,Community View,Garden View,Building 7-B3-79,170.07,1797.57,,97500.0
New,2021-06-01T00:00:00,2021-06-03T00:00:00,2022-06-02T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,210,1 B/R,2,Community View,Garden View,G-50,549.5,1689.93,,90000.0
New,2021-06-01T00:00:00,2021-06-03T00:00:00,2022-06-02T00:00:00,Palm Jumeirah,Golden Mile 01,Residential,1101,1 B/R,1,Community View,Garden View,Building 1-B3-86,365.86,1496.18,,77000.0
New,2021-05-31T00:00:00,2021-06-03T00:00:00,2022-06-02T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,711,3 B/R,7,Community View,Garden View,"G-32, 33",196.01,2174.74,,168000.0
Renewed,2021-05-31T00:00:00,2021-05-20T00:00:00,2022-05-19T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2505,2 B/R,5,Community View,Garden View,Building 2-B3-109,173.84,1807.69,,105000.0
New,2021-05-30T00:00:00,2021-06-15T00:00:00,2022-07-14T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10506,1 B/R,5,Community View,Garden View,Building 10-B3-78,182.66,1289.73,,75000.0
New,2021-05-27T00:00:00,2021-06-01T00:00:00,2022-05-31T00:00:00,Palm Jumeirah,Soho Palm,Residential,803,2 B/R,8,Community View,Garden View,"B1-49 , B1-50",328.41,2148.9,,220000.0
Renewed,2021-05-27T00:00:00,2021-06-01T00:00:00,2022-05-31T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,613,2 B/R,6,Community View,Garden View,B2-57,196.01,1723.3,,95000.0
New,2021-05-27T00:00:00,2021-06-13T00:00:00,2022-06-12T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2406,1 B/R,4,Community View,Garden View,Building 2-B3-70,182.13,1291.67,,60000.0
New,2021-05-26T00:00:00,2021-06-01T00:00:00,2022-05-31T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8401,1 B/R,4,Community View,Garden View,Building 8-B3-23,173.84,1302.43,,75000.0
New,2021-05-25T00:00:00,2021-05-31T00:00:00,2022-05-30T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,210,1 B/R,2,Community View,Garden View,B2-15,549.5,1689.93,,87000.0
New,2021-05-25T00:00:00,2021-05-25T00:00:00,2022-05-24T00:00:00,Palm Jumeirah,Golden Mile 06,Residential,6405,2 B/R,4,Community View,Garden View,Building 6-B3-36,173.84,1808.34,,110000.0
New,2021-05-25T00:00:00,2021-05-25T00:00:00,2022-05-24T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2104,1 B/R,1,Community View,Garden View,Building 2-B3-59,276.63,1409.43,,75000.0
New,2021-05-25T00:00:00,2021-06-05T00:00:00,2023-06-04T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10701,3 B/R,7,Community View,Garden View,"Building 10-B3-56, Building 10-B3-57",1573.57,4881.21,,250000.0
Renewed,2021-05-25T00:00:00,2021-04-15T00:00:00,2022-04-14T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,206,1 B/R,2,Community View,Garden View,B2-19,203.44,1345.49,,86000.0
New,2021-05-25T00:00:00,2021-06-01T00:00:00,2022-05-31T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4301,1 B/R,3,Community View,Garden View,Building 4-B3-41,173.84,1303.83,,70000.0
New,2021-05-25T00:00:00,2021-05-26T00:00:00,2022-06-04T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,408,1 B/R,4,Community View,Garden View,B2-85,140.68,1290.38,,85000.0
New,2021-05-24T00:00:00,2021-05-29T00:00:00,2022-05-28T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8511,2 B/R,5,Community View,Garden View,Building 8-B3-41,161.57,1959.03,,120000.0
New,2021-05-23T00:00:00,2021-05-25T00:00:00,2022-05-24T00:00:00,Palm Jumeirah,Soho Palm,Residential,204,1 B/R,2,Community View,Garden View,B2-83,69.53,887.81,,110000.0
Renewed,2021-05-20T00:00:00,2021-04-23T00:00:00,2022-04-22T00:00:00,Palm Jumeirah,Golden Mile 06,Residential,6208,3 B/R,2,Community View,Garden View,Building 6-B3-30,342.29,3326.05,,165000.0
New,2021-05-19T00:00:00,2021-08-30T00:00:00,2022-09-29T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,G-302,4 B/R,G,Community View,Garden View,"Integrated (12, 13)",140.36,3692.88,,170000.0
New,2021-05-18T00:00:00,2021-05-20T00:00:00,2022-05-19T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8407,2 B/R,4,Community View,Garden View,"Building 8-B3-112, Building 8-B3-113",281.15,1883.68,,85000.0
New,2021-05-18T00:00:00,2021-05-15T00:00:00,2022-05-14T00:00:00,Palm Jumeirah,Golden Mile 02,Residential,2403,2 B/R,4,Community View,Garden View,Building 2-B3-81,170.07,1797.57,,100000.0
New,2021-05-17T00:00:00,2021-05-18T00:00:00,2022-05-17T00:00:00,Palm Jumeirah,Soho Palm,Residential,605,1 B/R,6,Community View,Garden View,B2-64,102.36,967.24,,120000.0
New,2021-05-16T00:00:00,2021-05-18T00:00:00,2022-05-17T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,102,1 B/R,1,Community View,Garden View,B2-27,203.44,1376.38,,85000.0
Renewed,2021-05-08T00:00:00,2021-05-07T00:00:00,2022-05-06T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7407,2 B/R,4,Community View,Garden View,Building 7 B3-100,281.15,1887.88,,100000.0
New,2021-05-06T00:00:00,2021-05-15T00:00:00,2022-05-14T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10312,3 B/R,3,Community View,Garden View,Building 10-B3-54,338.85,2421.88,,160000.0
New,2021-05-06T00:00:00,2021-04-28T00:00:00,2022-04-27T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8209,2 B/R,2,Community View,Garden View,Building 8-B3-116,157.69,1787.67,,100000.0
Renewed,2021-05-05T00:00:00,2021-07-01T00:00:00,2022-06-30T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,215,2 B/R,2,Community View,Garden View,B2-112,523.56,2055.9,,93500.0
New,2021-05-05T00:00:00,2021-05-11T00:00:00,2022-05-10T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9707,3 B/R,7,Community View,Garden View,"Building 9-B3-95, Building 9-B3-96",1664.42,5105.32,,210000.0
Renewed,2021-05-05T00:00:00,2021-05-11T00:00:00,2022-05-10T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4303,2 B/R,3,Community View,Garden View,"Building 4-B3-54, Building 4-B3-55",170.07,1797.57,,90000.0
New,2021-05-04T00:00:00,2021-05-15T00:00:00,2022-05-14T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10205,2 B/R,2,Community View,Garden View,Building 10-B3-91,173.84,1806.72,,90000.0
New,2021-05-04T00:00:00,2021-05-19T00:00:00,2022-05-18T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10402,2 B/R,4,Community View,Garden View,"Building 10-B3-31, Building 10-B3-60",173.84,1797.57,,90000.0
Renewed,2021-05-03T00:00:00,2021-05-02T00:00:00,2021-08-01T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8404,1 B/R,4,Community View,Garden View,Building 8-B3-27,172.98,1302.43,,85200.0
New,2021-05-01T00:00:00,2021-04-30T00:00:00,2022-04-29T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4307,2 B/R,3,Community View,Garden View,Building 4-B3-79,282.01,1883.68,,85000.0
New,2021-04-29T00:00:00,2021-05-01T00:00:00,2022-04-30T00:00:00,Palm Jumeirah,Soho Palm,Residential,207,3 B/R,2,Community View,Garden View,"B1-26 , B1-27",381.58,2176.35,,190000.0
Renewed,2021-04-29T00:00:00,2021-02-10T00:00:00,2022-02-09T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8201,1 B/R,2,Community View,Garden View,Building 8-B3-21,173.84,1302.43,,70000.0
Renewed,2021-04-27T00:00:00,2021-05-01T00:00:00,2021-10-31T00:00:00,Palm Jumeirah,Golden Mile 01,Residential,1107,2 B/R,1,Community View,Garden View,Building 1-B3-19,335.19,1937.5,,100000.0
Renewed,2021-04-26T00:00:00,2021-04-15T00:00:00,2022-04-14T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,3606,1 B/R,6,Community View,Garden View,Building 3-B3-145,182.13,1288.22,,80000.0
New,2021-04-26T00:00:00,2021-04-19T00:00:00,2022-04-18T00:00:00,Palm Jumeirah,Soho Palm,Residential,705,2 B/R,7,Community View,Garden View,"B2-96 , B2-97",403.32,2027.38,,205000.0
Renewed,2021-04-26T00:00:00,2021-04-27T00:00:00,2022-04-26T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,902,1 B/R,9,Community View,Garden View,B2-14,141.11,1314.06,,90000.0
Renewed,2021-04-26T00:00:00,2021-05-10T00:00:00,2022-05-09T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8607,2 B/R,6,Community View,Garden View,Building 8-B3-56,272.65,1883.68,,100000.0
Renewed,2021-04-25T00:00:00,2021-04-01T00:00:00,2022-03-31T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,714,2 B/R,7,Community View,Garden View,B2-54,196.01,1724.48,,120000.0
New,2021-04-25T00:00:00,2021-05-01T00:00:00,2022-04-30T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4606,1 B/R,6,Community View,Garden View,Building 4-B3-32,182.13,1291.67,,70000.0
New,2021-04-25T00:00:00,2021-05-02T00:00:00,2022-05-01T00:00:00,Palm Jumeirah,Golden Mile 06,Residential,6402,2 B/R,4,Community View,Garden View,Building 6-B3-80,173.84,1797.57,,95000.0
New,2021-04-22T00:00:00,2021-04-26T00:00:00,2022-04-25T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10105,2 B/R,1,Community View,Garden View,"Building 10-B3-35, Building 10-B3-90",368.88,2002.09,,105000.0
New,2021-04-22T00:00:00,2021-04-15T00:00:00,2022-04-14T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,B110,4 B/R,B1,Community View,Garden View,"B1-126,B1-127",1481.76,5468.06,,500000.0
New,2021-04-20T00:00:00,2021-04-21T00:00:00,2022-04-20T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9405,2 B/R,4,Community View,Garden View,Building 9-B3-33,173.84,1806.51,,100000.0
New,2021-04-18T00:00:00,2021-04-18T00:00:00,2022-04-17T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10511,2 B/R,5,Community View,Garden View,Building 10-B3-85,161.67,1786.81,,115000.0
New,2021-04-18T00:00:00,2021-05-01T00:00:00,2022-04-30T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9105,2 B/R,1,Community View,Garden View,Building 9-B3-92,565.43,2195.84,,80000.0
New,2021-04-17T00:00:00,2021-04-22T00:00:00,2022-04-21T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10211,2 B/R,2,Community View,Garden View,Building 10-B3-08,161.57,1797.57,,110000.0
Renewed,2021-04-15T00:00:00,2021-02-15T00:00:00,2022-02-14T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10204,1 B/R,2,Community View,Garden View,Building 10-B3-108,173.84,1302.43,,68000.0
New,2021-04-15T00:00:00,2021-05-01T00:00:00,2022-04-30T00:00:00,Palm Jumeirah,Golden Mile 06,Residential,6205,2 B/R,2,Community View,Garden View,Building 6-B3-38,173.84,1808.34,,90000.0
Renewed,2021-04-14T00:00:00,2021-03-31T00:00:00,2022-03-30T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9404,1 B/R,4,Community View,Garden View,Building 9-B3-03,172.98,1302.43,,75000.0
New,2021-04-12T00:00:00,2021-04-15T00:00:00,2022-04-14T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,408,1 B/R,4,Community View,Garden View,B2-118,140.68,1291.67,,90000.0
Renewed,2021-04-11T00:00:00,2021-04-07T00:00:00,2022-04-06T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,3107,2 B/R,1,Community View,Garden View,Building 3-B3-66,334.76,1937.5,,95000.0
New,2021-04-10T00:00:00,2021-04-15T00:00:00,2022-04-14T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9310,2 B/R,3,Community View,Garden View,Building 9-B3-69,161.57,1797.57,,110000.0
Renewed,2021-04-08T00:00:00,2021-01-25T00:00:00,2022-01-24T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10110,2 B/R,1,Community View,Garden View,Building 10-B3-69,971.44,2604.22,,105000.0
New,2021-04-08T00:00:00,2021-04-08T00:00:00,2022-04-07T00:00:00,Palm Jumeirah,Soho Palm,Residential,706,2 B/R,7,Community View,Garden View,"B2-103 , B2-104",344.01,2100.25,,200000.0
New,2021-04-07T00:00:00,2021-04-06T00:00:00,2022-04-05T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8104,1 B/R,1,Community View,Garden View,Building 8-B3-48,277.39,1410.07,,80000.0
New,2021-04-06T00:00:00,2021-04-08T00:00:00,2022-04-07T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9312,3 B/R,3,Community View,Garden View,Building 9-B3-61,338.85,2421.88,,145000.0
New,2021-04-06T00:00:00,2021-04-07T00:00:00,2022-04-06T00:00:00,Palm Jumeirah,Golden Mile 01,Residential,1604,1 B/R,6,Community View,Garden View,Building 1-B3-14,173.84,1302.43,,75000.0
Renewed,2021-04-05T00:00:00,2021-04-01T00:00:00,2022-03-31T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4504,1 B/R,5,Community View,Garden View,Building 4-B3-44,173.84,1302.43,,75000.0
Renewed,2021-04-05T00:00:00,2021-04-05T00:00:00,2022-04-04T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,3311,2 B/R,3,Community View,Garden View,Building 3-B3-36,161.57,1794.34,,105000.0
New,2021-04-04T00:00:00,2021-01-01T00:00:00,2021-12-31T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7510,2 B/R,5,Community View,Garden View,Building 7-B3-13,161.57,1797.57,,100000.0
Renewed,2021-04-04T00:00:00,2021-01-05T00:00:00,2022-01-04T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7503,2 B/R,5,Community View,Garden View,Building 7-B3-81,169.1,1797.57,,90000.0
New,2021-04-04T00:00:00,2021-04-05T00:00:00,2022-04-14T00:00:00,Palm Jumeirah,Golden Mile 10,Residential,10406,1 B/R,4,Community View,Garden View,Building 10-B3-79,182.66,1289.73,,70000.0
New,2021-04-04T00:00:00,2021-04-10T00:00:00,2022-04-09T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9511,2 B/R,5,Community View,Garden View,Building 9-B3-64,161.57,1794.34,,105000.0
Renewed,2021-04-04T00:00:00,2021-03-31T00:00:00,2022-03-30T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7110,2 B/R,1,Community View,Garden View,Building 7-B3-85,971.44,2604.86,,130000.0
Renewed,2021-03-30T00:00:00,2021-03-09T00:00:00,2022-03-08T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,910,1 B/R,9,Community View,Garden View,B2-67,406.34,1550,,93000.0
New,2021-03-29T00:00:00,2021-04-01T00:00:00,2022-03-31T00:00:00,Palm Jumeirah,Soho Palm,Residential,503,2 B/R,5,Community View,Garden View,B2-60,402.25,1758.39,,160000.0
Renewed,2021-03-29T00:00:00,2021-02-26T00:00:00,2021-06-30T00:00:00,Palm Jumeirah,Golden Mile 08,Residential,8405,2 B/R,4,Community View,Garden View,Building 8-B3-52,173.84,1797.57,,100800.0
New,2021-03-28T00:00:00,2021-04-07T00:00:00,2022-04-06T00:00:00,Palm Jumeirah,Golden Mile 07,Residential,7409,2 B/R,4,Community View,Garden View,Building 7 B3-28,157.69,1786.81,,105000.0
New,2021-03-28T00:00:00,2021-02-10T00:00:00,2022-02-09T00:00:00,Palm Jumeirah,Golden Mile 01,Residential,1609,2 B/R,6,Community View,Garden View,Building 1-B3-39,157.69,1786.81,,110000.0
New,2021-03-27T00:00:00,2021-04-01T00:00:00,2022-03-31T00:00:00,Palm Jumeirah,Golden Mile 09,Residential,9403,2 B/R,4,Community View,Garden View,Building 9-B3-09,169.1,1797.57,,95000.0
New,2021-03-24T00:00:00,2021-03-27T00:00:00,2023-03-26T00:00:00,Palm Jumeirah,Golden Mile 04,Residential,4210,2 B/R,2,Community View,Garden View,Building 4-B3-62,161.57,1797.57,,111250.0
New,2021-03-23T00:00:00,2021-03-15T00:00:00,2022-03-14T00:00:00,Palm Jumeirah,The Fairmont Palm North Residences,Residential,203,1 B/R,2,Community View,Garden View,B2-32,203.87,1356.25,,85000.0
New,2021-03-22T00:00:00,2021-03-09T00:00:00,2021-09-08T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,503,1 B/R,5,Community View,Garden View,B2-25,140.68,1291.67,,95000.0
Renewed,2021-03-22T00:00:00,2021-03-30T00:00:00,2022-03-29T00:00:00,Palm Jumeirah,Golden Mile 01,Residential,1411,2 B/R,4,Community View,Garden View,Building 1-B3-54,161.57,1794.34,,100000.0
Renewed,2021-03-20T00:00:00,2021-01-15T00:00:00,2022-01-14T00:00:00,Palm Jumeirah,Golden Mile 03,Residential,3502,2 B/R,5,Community View,Garden View,Building 3-B3-40,173.84,1797.57,,95000.0
New,2021-03-20T00:00:00,2021-03-18T00:00:00,2022-03-17T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,402,1 B/R,4,Community View,Garden View,B2-24,141.11,1313.2,,85000.0
New,2021-03-18T00:00:00,2021-03-05T00:00:00,2022-03-04T00:00:00,Palm Jumeirah,The Fairmont Palm South Residences,Residential,912,2 B/R,9,Community View,Garden View,B2-48,196.01,1722.22,,105000.0
